Unique_Seq_ID	Cleavage_State	Terminus_State	Protein_Name	Protein_Expectation_Value_Log(e)	Protein_Intensity_Log(I)
1	2	0	AHNK_HUMAN	-67.0	5.97
2	2	0	AHNK_HUMAN	-67.0	5.97
3	2	0	AHNK_HUMAN	-67.0	5.97
4	1	0	AHNK_HUMAN	-67.0	5.97
5	1	0	AHNK_HUMAN	-67.0	5.97
6	2	0	AHNK_HUMAN	-67.0	5.97
7	1	0	AHNK_HUMAN	-67.0	5.97
8	1	0	AHNK_HUMAN	-67.0	5.97
9	2	0	AHNK_HUMAN	-67.0	5.97
10	2	0	AHNK_HUMAN	-67.0	5.97
11	2	0	AHNK_HUMAN	-67.0	5.97
12	2	0	AHNK_HUMAN	-67.0	5.97
13	2	0	SRRM2_HUMAN	-63.4	5.94
14	2	0	SRRM2_HUMAN	-63.4	5.94
15	2	0	SRRM2_HUMAN	-63.4	5.94
16	2	0	SRRM2_HUMAN	-63.4	5.94
17	2	0	SRRM2_HUMAN	-63.4	5.94
18	2	0	SRRM2_HUMAN	-63.4	5.94
19	1	0	SRRM2_HUMAN	-63.4	5.94
20	1	0	SRRM2_HUMAN	-63.4	5.94
21	2	0	SRRM2_HUMAN	-63.4	5.94
22	2	0	SRRM2_HUMAN	-63.4	5.94
23	2	0	SRRM2_HUMAN	-63.4	5.94
24	2	0	SRRM2_HUMAN	-63.4	5.94
25	2	0	SRRM2_HUMAN	-63.4	5.94
26	1	0	SRRM2_HUMAN	-63.4	5.94
27	2	0	SRRM2_HUMAN	-63.4	5.94
28	2	0	SRRM2_HUMAN	-63.4	5.94
29	2	0	TCOF_HUMAN	-56.6	5.56
30	1	0	TCOF_HUMAN	-56.6	5.56
31	1	0	TCOF_HUMAN	-56.6	5.56
32	1	0	TCOF_HUMAN	-56.6	5.56
33	1	0	TCOF_HUMAN	-56.6	5.56
34	1	0	TCOF_HUMAN	-56.6	5.56
35	2	0	TCOF_HUMAN	-56.6	5.56
36	2	0	TCOF_HUMAN	-56.6	5.56
37	2	0	TCOF_HUMAN	-56.6	5.56
38	2	0	HS90B_HUMAN	-48.7	5.67
39	2	0	HS90A_HUMAN	-19.8	5.72
39	2	0	HS904_HUMAN	-1.9	5.00
40	2	0	HS90B_HUMAN	-48.7	5.67
41	2	0	HS90B_HUMAN	-48.7	5.67
42	2	0	HS90B_HUMAN	-48.7	5.67
43	2	0	HS90B_HUMAN	-48.7	5.67
43	2	0	H90B2_HUMAN	-17.0	5.20
44	2	0	HS90B_HUMAN	-48.7	5.67
44	2	0	H90B2_HUMAN	-17.0	5.20
45	1	0	HS90B_HUMAN	-48.7	5.67
46	2	0	MRP_HUMAN	-46.7	6.01
47	2	0	MRP_HUMAN	-46.7	6.01
48	2	0	MRP_HUMAN	-46.7	6.01
49	2	0	MRP_HUMAN	-46.7	6.01
50	2	0	MRP_HUMAN	-46.7	6.01
51	1	0	MRP_HUMAN	-46.7	6.01
52	1	0	MRP_HUMAN	-46.7	6.01
53	0	2	MRP_HUMAN	-46.7	6.01
54	2	0	IF2P_HUMAN	-46.0	5.69
55	2	0	IF2P_HUMAN	-46.0	5.69
56	2	0	IF2P_HUMAN	-46.0	5.69
57	2	0	IF2P_HUMAN	-46.0	5.69
58	2	0	IF2P_HUMAN	-46.0	5.69
59	2	0	IF2P_HUMAN	-46.0	5.69
60	2	0	IF2P_HUMAN	-46.0	5.69
61	2	0	IF2P_HUMAN	-46.0	5.69
62	2	0	IF2P_HUMAN	-46.0	5.69
63	2	0	EF2_HUMAN	-43.6	6.06
64	2	0	EF2_HUMAN	-43.6	6.06
65	2	0	EF2_HUMAN	-43.6	6.06
66	2	0	EF2_HUMAN	-43.6	6.06
67	2	0	EF2_HUMAN	-43.6	6.06
68	2	0	EF2_HUMAN	-43.6	6.06
69	1	0	EF2_HUMAN	-43.6	6.06
70	2	0	BCLF1_HUMAN	-39.2	5.62
71	2	0	BCLF1_HUMAN	-39.2	5.62
72	2	0	BCLF1_HUMAN	-39.2	5.62
73	2	0	BCLF1_HUMAN	-39.2	5.62
74	2	0	BCLF1_HUMAN	-39.2	5.62
75	1	0	BCLF1_HUMAN	-39.2	5.62
76	1	0	CALX_HUMAN	-37.0	5.87
77	2	0	CALX_HUMAN	-37.0	5.87
78	2	0	CALX_HUMAN	-37.0	5.87
79	2	0	CALX_HUMAN	-37.0	5.87
80	2	0	CALX_HUMAN	-37.0	5.87
81	1	0	CALX_HUMAN	-37.0	5.87
82	2	0	CALX_HUMAN	-37.0	5.87
83	1	0	TITIN_HUMAN	-35.7	5.88
84	1	0	TITIN_HUMAN	-35.7	5.88
85	2	0	TITIN_HUMAN	-35.7	5.88
86	1	0	TITIN_HUMAN	-35.7	5.88
87	1	0	TITIN_HUMAN	-35.7	5.88
88	1	0	TITIN_HUMAN	-35.7	5.88
89	1	0	TITIN_HUMAN	-35.7	5.88
90	1	0	TITIN_HUMAN	-35.7	5.88
91	1	0	TITIN_HUMAN	-35.7	5.88
92	2	0	TITIN_HUMAN	-35.7	5.88
93	1	0	TITIN_HUMAN	-35.7	5.88
94	1	0	TITIN_HUMAN	-35.7	5.88
95	1	0	TITIN_HUMAN	-35.7	5.88
96	1	0	TITIN_HUMAN	-35.7	5.88
97	1	0	TITIN_HUMAN	-35.7	5.88
98	2	0	TITIN_HUMAN	-35.7	5.88
99	1	0	TITIN_HUMAN	-35.7	5.88
100	1	0	TITIN_HUMAN	-35.7	5.88
101	2	0	TITIN_HUMAN	-35.7	5.88
102	1	0	TITIN_HUMAN	-35.7	5.88
103	2	0	TITIN_HUMAN	-35.7	5.88
104	2	0	TITIN_HUMAN	-35.7	5.88
105	2	0	PAIRB_HUMAN	-32.5	5.90
106	2	0	PAIRB_HUMAN	-32.5	5.90
107	2	0	PAIRB_HUMAN	-32.5	5.90
108	2	0	PININ_HUMAN	-31.8	5.73
109	2	0	PININ_HUMAN	-31.8	5.73
110	2	0	PININ_HUMAN	-31.8	5.73
111	2	0	PININ_HUMAN	-31.8	5.73
112	2	0	TR150_HUMAN	-31.4	5.86
113	2	0	TR150_HUMAN	-31.4	5.86
114	2	0	TR150_HUMAN	-31.4	5.86
115	2	0	TR150_HUMAN	-31.4	5.86
116	2	0	TR150_HUMAN	-31.4	5.86
117	2	0	TR150_HUMAN	-31.4	5.86
118	2	0	TB182_HUMAN	-31.0	5.63
119	2	0	TB182_HUMAN	-31.0	5.63
120	2	0	TB182_HUMAN	-31.0	5.63
121	1	0	TB182_HUMAN	-31.0	5.63
122	2	0	TB182_HUMAN	-31.0	5.63
123	2	0	TB182_HUMAN	-31.0	5.63
124	2	0	TB182_HUMAN	-31.0	5.63
125	2	0	TB182_HUMAN	-31.0	5.63
126	2	0	DDX21_HUMAN	-30.5	5.88
127	2	0	DDX21_HUMAN	-30.5	5.88
128	2	0	DDX21_HUMAN	-30.5	5.88
129	2	0	DDX21_HUMAN	-30.5	5.88
130	1	0	ROA1_HUMAN	-28.0	5.95
131	2	0	ROA1_HUMAN	-28.0	5.95
132	2	0	ROA1_HUMAN	-28.0	5.95
133	1	0	ROA1_HUMAN	-28.0	5.95
134	2	0	ROA1_HUMAN	-28.0	5.95
135	2	0	MARCS_HUMAN	-26.9	5.99
136	2	0	MARCS_HUMAN	-26.9	5.99
137	2	0	MARCS_HUMAN	-26.9	5.99
138	2	0	MARCS_HUMAN	-26.9	5.99
139	1	0	MARCS_HUMAN	-26.9	5.99
140	1	0	RBM15_HUMAN	-26.8	5.77
141	2	0	RBM15_HUMAN	-26.8	5.77
142	2	0	RBM15_HUMAN	-26.8	5.77
143	2	0	RBM15_HUMAN	-26.8	5.77
144	2	0	RBM15_HUMAN	-26.8	5.77
145	2	0	RBM15_HUMAN	-26.8	5.77
146	2	0	RBM15_HUMAN	-26.8	5.77
147	2	0	RBM15_HUMAN	-26.8	5.77
148	1	0	SC16A_HUMAN	-26.5	5.62
149	2	0	SC16A_HUMAN	-26.5	5.62
150	2	0	SC16A_HUMAN	-26.5	5.62
151	2	0	SC16A_HUMAN	-26.5	5.62
152	2	0	HMGN1_HUMAN	-26.1	5.09
153	2	0	HMGN1_HUMAN	-26.1	5.09
154	2	0	MYH9_HUMAN	-25.8	6.08
155	1	0	MYH9_HUMAN	-25.8	6.08
156	2	0	MYH9_HUMAN	-25.8	6.08
157	2	2	MYH9_HUMAN	-25.8	6.08
158	1	0	MYH9_HUMAN	-25.8	6.08
159	2	2	MYH9_HUMAN	-25.8	6.08
160	2	0	MYH9_HUMAN	-25.8	6.08
161	1	0	HDGR2_HUMAN	-23.3	5.57
162	2	0	HDGR2_HUMAN	-23.3	5.57
163	2	0	HDGR2_HUMAN	-23.3	5.57
164	2	0	HDGR2_HUMAN	-23.3	5.57
165	2	0	HDGR2_HUMAN	-23.3	5.57
166	2	0	SLTM_HUMAN	-21.0	5.48
167	2	0	SLTM_HUMAN	-21.0	5.48
168	2	0	SLTM_HUMAN	-21.0	5.48
169	2	0	SLTM_HUMAN	-21.0	5.48
170	2	0	CR025_HUMAN	-20.3	4.96
171	2	0	CR025_HUMAN	-20.3	4.96
172	2	0	CR025_HUMAN	-20.3	4.96
173	1	0	VASP_HUMAN	-20.3	5.13
174	2	0	VASP_HUMAN	-20.3	5.13
175	2	0	VASP_HUMAN	-20.3	5.13
176	1	0	TP53B_HUMAN	-20.0	5.32
177	1	0	TP53B_HUMAN	-20.0	5.32
178	2	0	TP53B_HUMAN	-20.0	5.32
179	2	0	TP53B_HUMAN	-20.0	5.32
180	2	0	TP53B_HUMAN	-20.0	5.32
181	2	0	HS90A_HUMAN	-19.8	5.72
182	2	0	HS90A_HUMAN	-19.8	5.72
183	2	0	HS90A_HUMAN	-19.8	5.72
184	2	0	HS90A_HUMAN	-19.8	5.72
185	2	0	HS90A_HUMAN	-19.8	5.72
186	2	0	E41L2_HUMAN	-19.8	5.49
187	2	0	E41L2_HUMAN	-19.8	5.49
188	2	0	E41L2_HUMAN	-19.8	5.49
189	2	0	HNRPD_HUMAN	-19.7	5.11
190	2	0	HNRPD_HUMAN	-19.7	5.11
